,x, y
0,299.23273657289,11.624466571834994
1,289.5140664961637,11.624466571834994
2,262.4040920716113,11.59032716927454
3,217.13554987212277,11.556187766714084
4,170.33248081841433,11.522048364153628
5,130.43478260869566,11.470839260312946
6,105.62659846547315,11.487908961593174
7,100.25575447570336,11.43669985775249
8,90.53708439897699,11.23186344238976
9,78.00511508951408,10.770981507823612
10,70.58823529411765,10.395448079658609
11,67.77493606138108,10.224751066856332
12,62.148337595907925,9.849217638691323
13,56.777493606138115,9.473684210526317
14,48.33759590792839,8.773826458036986
15,41.687979539641944,8.125177809388337
16,37.59590792838875,7.681365576102419
17,32.73657289002558,7.152204836415364
18,27.10997442455243,6.486486486486487
19,21.22762148337596,5.667140825035562
20,16.624040920716112,4.984352773826458
21,13.810741687979537,4.472261735419631
22,10.485933503836314,3.755334281650072
23,7.41687979539642,2.9359886201991467
24,4.603580562659844,2.082503556187767
25,2.046035805626598,1.2119487908961597
26,0.767263427109972,0.6827880512091039
27,0.0,0.0
