,x, y
0,298.97698209718675,11.89801699716714
1,288.7468030690537,11.881019830028327
2,276.2148337595908,11.881019830028327
3,260.8695652173913,11.881019830028327
4,247.82608695652178,11.881019830028327
5,229.41176470588238,11.881019830028327
6,208.1841432225064,11.86402266288952
7,186.95652173913047,11.86402266288952
8,163.42710997442455,11.84702549575071
9,145.0127877237852,11.84702549575071
10,123.01790281329923,11.8300283286119
11,101.53452685421995,11.8300283286119
12,80.81841432225065,11.81303116147309
13,64.70588235294117,11.81303116147309
14,53.70843989769821,11.81303116147309
15,45.78005115089514,11.745042492917849
16,39.38618925831202,11.558073654390936
17,33.75959079283888,11.235127478753542
18,29.411764705882355,10.827195467422095
19,24.808184143222505,10.21529745042493
20,20.204603580562658,9.467422096317282
21,16.11253196930946,8.56657223796034
22,12.531969309462912,7.563739376770539
23,9.71867007672634,6.679886685552408
24,7.928388746803067,6.067988668555241
25,6.1381074168797936,5.3201133144475925
26,5.115089514066492,4.759206798866856
27,3.5805626598465423,4.011331444759207
28,2.557544757033246,3.314447592067989
29,1.790281329923268,2.787535410764873
30,1.27877237851662,2.226628895184136
31,1.023017902813296,1.69971671388102
32,0.255754475703324,1.1388101983002834
33,0.0,0.5269121813031162
34,-0.511508951406648,-0.0509915014164306
