,x, y
0,298.46938775510205,11.77777777777778
1,293.62244897959187,11.77777777777778
2,287.7551020408163,11.77777777777778
3,280.86734693877554,11.77777777777778
4,273.9795918367347,11.77777777777778
5,265.3061224489796,11.760683760683762
6,255.10204081632656,11.760683760683762
7,241.58163265306123,11.726495726495727
8,234.94897959183677,11.743589743589745
9,226.53061224489798,11.743589743589745
10,214.030612244898,11.743589743589745
11,202.55102040816328,11.70940170940171
12,191.3265306122449,11.70940170940171
13,177.29591836734696,11.692307692307692
14,161.73469387755105,11.692307692307692
15,144.8979591836735,11.675213675213676
16,130.10204081632656,11.675213675213676
17,115.56122448979592,11.675213675213676
18,96.68367346938778,11.65811965811966
19,84.18367346938776,11.641025641025642
20,77.29591836734696,11.572649572649574
21,72.44897959183675,11.435897435897438
22,67.60204081632654,11.282051282051285
23,63.520408163265316,11.076923076923078
24,57.90816326530612,10.76923076923077
25,53.061224489795926,10.444444444444445
26,48.9795918367347,10.085470085470089
27,44.38775510204082,9.726495726495727
28,39.79591836734694,9.247863247863249
29,35.204081632653065,8.700854700854702
30,29.59183673469388,7.982905982905984
31,26.020408163265305,7.435897435897437
32,22.70408163265306,6.957264957264958
33,19.13265306122449,6.341880341880342
34,16.3265306122449,5.863247863247864
35,13.775510204081634,5.367521367521368
36,12.244897959183673,4.957264957264957
37,9.693877551020405,4.307692307692308
38,7.908163265306118,3.794871794871795
39,6.122448979591836,3.1623931623931627
40,4.591836734693874,2.5811965811965814
41,3.316326530612244,1.965811965811966
42,2.2959183673469337,1.3504273504273503
43,1.530612244897956,0.905982905982906
44,0.510204081632652,0.4273504273504274
45,0.0,-0.017094017094017
