,x, y
0,298.97872340425533,11.845714285714289
1,287.7446808510639,11.845714285714289
2,259.40425531914894,11.811428571428571
3,243.06382978723403,11.794285714285715
4,233.87234042553195,11.811428571428571
5,208.85106382978722,11.794285714285715
6,204.51063829787236,11.794285714285715
7,198.38297872340425,11.777142857142858
8,190.72340425531914,11.777142857142858
9,182.55319148936167,11.777142857142858
10,173.61702127659575,11.777142857142858
11,164.93617021276597,11.76
12,157.0212765957447,11.76
13,149.61702127659575,11.76
14,137.87234042553192,11.742857142857144
15,128.42553191489358,11.742857142857144
16,117.19148936170214,11.725714285714286
17,108.0,11.725714285714286
18,100.08510638297874,11.70857142857143
19,92.17021276595746,11.70857142857143
20,84.51063829787235,11.70857142857143
21,77.36170212765957,11.691428571428572
22,70.72340425531915,11.691428571428572
23,66.12765957446808,11.674285714285714
24,60.51063829787234,11.64
25,55.65957446808511,11.52
26,50.5531914893617,11.314285714285717
27,46.46808510638298,11.057142857142855
28,41.361702127659576,10.68
29,36.765957446808514,10.182857142857143
30,32.93617021276596,9.822857142857144
31,29.872340425531913,9.411428571428573
32,26.29787234042553,8.845714285714287
33,22.468085106382976,8.211428571428572
34,18.382978723404253,7.474285714285715
35,15.063829787234042,6.805714285714286
36,11.744680851063828,6.085714285714286
37,8.680851063829788,5.211428571428572
38,6.8936170212765955,4.662857142857143
39,5.1063829787234045,3.942857142857143
40,3.06382978723404,3.12
41,2.29787234042553,2.725714285714286
42,1.7872340425531859,2.3314285714285714
43,1.53191489361702,1.92
44,1.021276595744676,1.5771428571428572
45,0.76595744680851,1.1485714285714286
46,0.510638297872338,0.6857142857142857
47,0.0,0.0
